id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6767911,"Private Floor, 1BR 1BTH, PR Entry",24742173,Tammy,Manhattan,Upper West Side,40.79745,-73.96936,Entire home/apt,130,4,16,43210,0.32,3,0
17186834,Private charming room for gate away.,59505164,Ali,Brooklyn,Bedford-Stuyvesant,40.68653,-73.9449,Private room,59,4,74,43631,2.52,1,85
16424743,Garden studio w/ private entry&bath. No smokers.,107671914,Etwin,Brooklyn,East Flatbush,40.65737,-73.92563,Private room,90,3,36,43466,1.28,1,50
3341682,Prime Greenpoint/Williamsburg room,1558222,Nikki,Brooklyn,Greenpoint,40.72285,-73.95192,Private room,75,1,3,42296,0.05,3,0
652648,GRAMERCY PARK~FURNISHED E.20's ST P,1475015,Mike,Manhattan,Kips Bay,40.74189,-73.97833,Entire home/apt,87,30,3,43327,0.05,52,363
33763207,Lady's Powder Room,253753123,Basia,Brooklyn,Borough Park,40.63112,-73.99532,Private room,39,1,9,43650,3.7,1,11
28919815,G1. Private room for 2 guest.,215588687,Levi,Brooklyn,Prospect-Lefferts Gardens,40.66234,-73.94661,Private room,35,2,1,43379,0.11,6,364
3359315,Sublet near Columbia University,16948705,Berhani,Manhattan,Harlem,40.81742,-73.95358,Private room,22,10,3,42224,0.05,1,0
6913240,Bedroom + Study with private bath,15792771,Wenxin,Queens,Rego Park,40.72597,-73.86131,Private room,80,4,2,42262,0.04,1,0
33595791,Beautiful Chelsea townhouse bedroom,236668588,Jen,Manhattan,Chelsea,40.74679,-74.00263,Private room,115,1,3,43646,1.11,2,113
27659540,One Bedroom in Gramercy,21923346,John,Manhattan,East Village,40.73215,-73.9866,Entire home/apt,225,2,6,43488,0.57,1,87
11740163,Modern 1 Bdrm Apt off Bedford Ave,1709729,Jill,Brooklyn,Williamsburg,40.72138,-73.95757,Entire home/apt,200,30,45,43179,1.27,1,310
3785438,Quiet Oasis in the Middle of it All,16437254,Benjamin,Brooklyn,Fort Greene,40.68961,-73.97781,Entire home/apt,158,30,5,43554,0.1,21,278
2094213,Large Stylish 1.5 BR Noho/Nolita,10642609,Laura,Manhattan,NoHo,40.72477,-73.99323,Entire home/apt,255,2,8,42737,0.12,1,0
31838338,"ingefära hus! Two bedroom apt in Williamsburg, BK",179679,Ginger,Brooklyn,Williamsburg,40.71144,-73.95576,Entire home/apt,175,2,4,43604,0.99,3,14
21933969,Gowanus-Park Slope- Queen Studio Room,159091490,Melissa,Brooklyn,Gowanus,40.6784,-73.98447,Private room,129,1,32,43653,1.62,17,363
25264538,Modern one bedroom in Financial District,6254791,Maite,Manhattan,Financial District,40.70884,-74.00822,Entire home/apt,299,2,2,43366,0.2,1,0
23090632,LIC 1 Bedroom in a pet-friendly apartment.,171488589,Hisham,Queens,Long Island City,40.74281,-73.95044,Private room,76,1,13,43271,0.86,1,0
26584630,Park Slope getaway with giant outdoor space,6947681,Hiten,Brooklyn,Park Slope,40.66986,-73.98668,Entire home/apt,120,2,23,43648,1.86,1,4
3317978,Spacious Queen Size Room,16751902,Asher,Manhattan,Upper West Side,40.80048,-73.96621,Private room,44,1,2,42551,0.05,1,0
24894724,A cozy studio in Chelsea,30558890,Alexander,Manhattan,Chelsea,40.75164,-73.99727,Entire home/apt,120,30,2,43464,0.21,1,0
2738377,Carroll Gardens Brownstone,14011859,Ann,Brooklyn,Carroll Gardens,40.68322,-73.99248,Entire home/apt,350,5,6,42610,0.12,1,0
10385262,UPPER WEST SIDE GEM ON PARK BLOCK,53462017,Harry,Manhattan,Upper West Side,40.78923,-73.96802,Entire home/apt,135,30,1,43637,1,1,30
25812852,Fabulous Room Near Central Park,1292274,Forest,Manhattan,Upper East Side,40.78175,-73.94797,Private room,111,1,10,43624,0.76,2,62
19952226,Bright Airy Spacious Brooklyn Artist's Home,15835115,Shelley,Brooklyn,Flatbush,40.65447,-73.95631,Entire home/apt,75,2,3,42989,0.13,1,0
1151343,Large  room in 2/1 on park w/2day discounts,4910820,Alex,Manhattan,Harlem,40.80449,-73.95687,Private room,94,1,30,43651,0.4,1,218
30580793,Beautifully Renovated Mid Century Modern Bedroom,152386567,Alexandra-Katherine,Manhattan,Lower East Side,40.72189,-73.99133,Private room,150,1,16,43652,2.25,2,20
15195491,Private Room w/ Private Bath in Heart of Bed-Stuy,33612454,Lucey,Brooklyn,Bedford-Stuyvesant,40.68655,-73.94299,Private room,80,2,106,43640,3.14,1,47
22277909,"Cozy, Upper West Side One Bedroom",132464629,Bethany,Manhattan,Upper West Side,40.78178,-73.97928,Entire home/apt,135,12,1,43105,0.05,1,0
20639311,"Modern, Quiet & Ultra Clean 1 BDRM Steps Subway",34379227,Jamie,Queens,Sunnyside,40.74317,-73.92532,Entire home/apt,140,3,40,43648,1.76,1,42
29390218,Bright and cozy 1 bedroom,221405192,Ivan,Brooklyn,Bensonhurst,40.61667,-73.99932,Entire home/apt,100,1,3,43462,0.41,1,61
27786254,Bright Studio near park,170026468,Azia,Brooklyn,Flatbush,40.65258,-73.96343,Entire home/apt,115,3,11,43621,1.23,1,165
34284597,South Bronx Suite,19903807,Carol,Bronx,Mott Haven,40.81305,-73.91655,Entire home/apt,120,3,5,43618,2.5,3,45
30937597,Sonder | The Nash | Pristine Studio + Gym,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74884,-73.97589,Entire home/apt,252,2,7,43639,1.19,327,117
10032560,Cozy and Chic UES Studio,39945901,Mercy,Manhattan,East Harlem,40.78866,-73.94941,Entire home/apt,200,3,28,43619,0.65,1,3
17712552,"Cozy, Private Guest Bedroom In A Great Location",73756811,Cara,Brooklyn,Crown Heights,40.67247,-73.94421,Private room,65,1,51,43279,1.83,1,0
24232774,Room in Brooklyn near EVERYTHING!!,41869421,Oriana,Brooklyn,Bedford-Stuyvesant,40.68931,-73.95097,Private room,90,2,1,43367,0.1,1,343
23660722,Beauty Renovated  1br +Balcony fully furnished!,26584499,Ofir,Manhattan,Upper West Side,40.78299,-73.98318,Entire home/apt,150,31,1,43252,0.07,8,332
19654252,BEAUTIFUL renovated Hamilton Heights room!,7449972,Jordon,Manhattan,Harlem,40.82512,-73.95054,Private room,69,14,6,42987,0.25,1,0
6243991,Quiet Park Slope Apartment,1892681,Richard,Brooklyn,South Slope,40.66586,-73.97948,Entire home/apt,100,1,183,43644,5.17,1,1
13824091,"Empty 3 bedroom apartment in Bushwick, Brooklyn",5341236,Christina,Brooklyn,Bushwick,40.69477,-73.92376,Entire home/apt,45,5,8,43524,0.22,2,0
27295164,"private room in Redhook, Brooklyn",8593113,Salem,Brooklyn,Red Hook,40.67381,-74.00762,Private room,50,1,25,43645,2.17,2,351
20326395,"Spacious 1 bed/1 bath home, 3A",49704571,Krzysztof,Brooklyn,Greenpoint,40.72074,-73.9432,Entire home/apt,90,30,4,43582,0.19,8,125
33636725,Charming 2BR Apt! Popular Neighborhood!,192951036,Jasmine,Manhattan,Greenwich Village,40.72667,-73.99878,Entire home/apt,289,1,3,43647,1.5,10,133
9451126,Cosy Carroll Garden Apartment,48970186,Margarita,Brooklyn,Carroll Gardens,40.68315,-73.99387,Entire home/apt,155,4,128,43611,2.89,2,0
8009332,My cozy artistic Apartment,37849636,Maggie,Brooklyn,Sheepshead Bay,40.60991,-73.95677,Shared room,48,1,59,43651,1.26,1,90
4232255,Super Clean Newly Furnished in Prime Bay Ridge,21962039,Beatriz,Brooklyn,Bay Ridge,40.62605,-74.03014,Private room,49,10,7,43529,0.14,1,281
22194287,Bright 2 Bedroom Apt in quiet Woodside,5726293,Suah,Queens,Woodside,40.74402,-73.90946,Entire home/apt,150,2,3,43291,0.16,2,0
12166912,Sunny Prime Heart of East Village Room,50200840,Katherine,Manhattan,East Village,40.72827,-73.9863,Private room,110,3,36,43647,0.91,1,292
21282732,Serenity Falls in lovely Astoria 15min to the city,16727881,Jeannie,Queens,Ditmars Steinway,40.7745,-73.90406,Private room,40,2,1,43405,0.12,1,363
925075,Sunny Loft Style Apt-Great Location,4938485,Paul & Elena,Manhattan,Hell's Kitchen,40.75893,-73.99014,Entire home/apt,140,3,25,42007,0.33,1,157
34446902,★Spacious bedroom in Midtown | Centrally Located★,164051353,Warren,Manhattan,Chelsea,40.74443,-73.99166,Private room,140,1,7,43644,3.75,3,87
25209619,A NYC apartment,158461160,Sophia,Brooklyn,Bedford-Stuyvesant,40.6811,-73.94541,Entire home/apt,65,30,2,43406,0.21,6,269
23308563,Room in the Safest Neighborhood of Staten Island!,106897471,Oswaldo,Staten Island,Silver Lake,40.62422,-74.09316,Private room,60,3,90,43611,5.49,1,0
8442642,Private Bath/Master Bedroom Astoria,1411399,Carlos,Queens,Astoria,40.76799,-73.91234,Private room,109,1,2,42502,0.04,5,138
36034181,Best in Greenwood 1min walk 15min Manhattan,27922303,Aprilene,Brooklyn,Sunset Park,40.65625,-74.0038,Private room,75,2,1,43647,1,2,311
33908307,Stuyvesant Heights quiet private Apartment,6790229,Jean-Yves,Brooklyn,Bedford-Stuyvesant,40.68682,-73.93493,Entire home/apt,130,29,1,43638,1,2,283
36133997,Refreshing apt in the heart of downtown,8415945,Dennis,Manhattan,Greenwich Village,40.72968,-74.00195,Entire home/apt,157,3,1,43644,1,1,169
19405371,Modern and Artful Home in Manhattan/NYC,35064923,Marlyn,Manhattan,East Harlem,40.80138,-73.94413,Entire home/apt,127,4,86,43645,3.68,1,1
19343700,Modern Upper East Side Apartment near Central Park,135522817,Shaun,Manhattan,Upper East Side,40.77412,-73.95695,Entire home/apt,198,1,143,43631,5.91,1,300
22863062,Beautiful 2-br Apt in the Heart of Williamsburg,1678861,Efrat,Brooklyn,Greenpoint,40.72016,-73.95462,Entire home/apt,275,2,3,43346,0.22,1,0
31146186,Large bedroom with a private terrace in Astoria,6586697,Yasha,Queens,Astoria,40.76904,-73.91002,Private room,75,1,1,43566,0.33,3,0
16273526,Home away for the holidays!,407407,Calixto,Bronx,Norwood,40.87372,-73.88625,Private room,60,2,3,43094,0.1,1,364
5091056,Comfy Bedroom quite neighborhood ,26301893,Claude,Queens,Forest Hills,40.71158,-73.85273,Private room,80,1,12,43468,0.35,1,59
9333533,Private Room in Williamsburg,48442001,Carlos,Brooklyn,Williamsburg,40.70723,-73.94811,Private room,50,7,4,42449,0.09,1,0
5389907,House 10 min from Manhattan w/ parking near subway,3641421,Martha &  Remo,Queens,Astoria,40.7636,-73.926,Entire home/apt,300,7,1,43466,0.16,1,42
10634636,Cozy room 15mins Manhattan & 10 LGA,697477,Kesang,Queens,Woodside,40.75427,-73.90646,Private room,55,1,54,43637,1.28,1,297
36076807,cozy apt in midtown,271393608,Michael,Manhattan,Hell's Kitchen,40.76725,-73.98669,Shared room,70,1,3,43646,3,6,24
20688793,SUPER LUXURY FOR 2 IN FINANCIAL DISTRICT,76104209,Rated,Manhattan,Financial District,40.70866,-74.01385,Entire home/apt,178,30,1,43404,0.12,33,327
27112835,5 ave apto,10476100,Cezar,Manhattan,Chelsea,40.73916,-73.99471,Entire home/apt,85,14,1,43454,0.15,1,16
7366831,"Sunny, big room available in 3 BDRM",38599690,Chantal,Manhattan,East Harlem,40.80023,-73.93822,Private room,35,1,1,42207,0.02,1,0
15819242,Sweet two bedroom in Crown Heights Bk,41191579,Maura,Brooklyn,Crown Heights,40.67034,-73.93902,Entire home/apt,87,1,9,43486,0.3,3,0
4694179,Artsy and Cozy 1b. - Walk Everywhere!,3753306,Michelle,Manhattan,Gramercy,40.73287,-73.98585,Entire home/apt,180,1,1,42993,0.05,1,0
11210604,The Study - UWS Bedroom In Luxury Building,58388047,Jay,Manhattan,Upper West Side,40.79481,-73.97185,Private room,40,21,11,43324,0.27,1,177
1877255,"PRIVATE Room, located on Central MANHATTAN***",7748646,Denise,Manhattan,Upper East Side,40.7789,-73.95311,Private room,85,3,134,43634,1.96,1,108
21568187,Large Skylight Private Room,131476075,Lakisha,Brooklyn,Bushwick,40.68741,-73.91138,Private room,51,1,19,43618,0.94,8,175
28428636,Room for easy commute. Near train & essentials!,137358866,Kazuya,Queens,Elmhurst,40.74345,-73.87901,Private room,38,30,2,43615,0.39,103,247
29589341,E 74 & 2nd Avenue,32606852,Julie,Manhattan,Upper East Side,40.77063,-73.95819,Entire home/apt,123,4,13,43613,1.94,1,1
3635624,Cozy 1BD in the lower east side,6050632,Yana,Manhattan,Lower East Side,40.72138,-73.98371,Entire home/apt,159,3,1,41879,0.02,1,0
9350729,Cozy room in the heart of Brooklyn,2953015,Soria,Brooklyn,Clinton Hill,40.69223,-73.96879,Private room,63,2,2,42532,0.05,1,0
4155012,true 1 BR in prime east village,21560088,Sarah,Manhattan,East Village,40.72784,-73.99104,Entire home/apt,219,2,9,43000,0.15,1,0
19190579,"Charming, Sleek UES Studio",9649691,Deaton,Manhattan,Upper East Side,40.76715,-73.95857,Entire home/apt,118,3,29,43652,1.15,1,0
27762497,*NYC Central Park* Entire Floor with Great Privacy,205390315,Yu,Manhattan,Upper West Side,40.79689,-73.96289,Entire home/apt,149,3,32,43638,3.07,1,96
1354415,Great Flat in Historic Brownstone,7136700,Michelle,Brooklyn,Bedford-Stuyvesant,40.67927,-73.94252,Entire home/apt,100,3,162,43648,2.24,4,141
21489266,"Fun, Stylish, 3 Bedroom Pad 20 Mins to Midtown",154741428,Kyle,Manhattan,Harlem,40.82056,-73.95338,Entire home/apt,249,3,3,43323,0.21,1,0
26451569,Cozy Apartment 15 Minutes from Grand Central,198451327,Amanda,Queens,Sunnyside,40.74611,-73.91548,Entire home/apt,72,2,14,43372,1.12,1,0
13998049,Cozy Studio blocks from Time Square & the Hudson.,7245466,Steven,Manhattan,Hell's Kitchen,40.7621,-73.99424,Entire home/apt,150,1,2,42740,0.06,1,0
24085451,Elegant and Comfortable Home Away from Home in UES,47929235,Samir,Manhattan,East Harlem,40.78723,-73.94956,Private room,100,7,68,43638,4.39,1,77
327521,"Lovely studio in East Village, NY",82896,Esther,Manhattan,East Village,40.725,-73.98851,Entire home/apt,150,5,1,42324,0.02,1,0
34424598,Bedroom in NYC - Minutes to Central Park!!!,140830391,Jay,Manhattan,Inwood,40.86191,-73.92726,Private room,125,2,1,43640,1,9,335
19027786,The Diamond Room,33552302,Ese,Manhattan,East Harlem,40.80244,-73.94409,Private room,125,1,11,43590,0.44,1,341
29057244,"Bright & Cozy Private Room—Williamsburg, Brooklyn",8185593,Diana,Brooklyn,Williamsburg,40.70951,-73.95443,Private room,80,3,1,43401,0.12,1,8
27211525,Brooklyn Home convenient to everywhere,204915695,Jian,Brooklyn,Sunset Park,40.63729,-74.01046,Private room,50,3,25,43651,2.26,2,108
28935673,Victorian Studio Bedroom Suite in Brooklyn,720510,Erin,Brooklyn,Bushwick,40.70274,-73.92598,Entire home/apt,100,2,16,43646,1.89,1,55
24287826,Superb Private Bedroom with Private Bath in UPS!,183211558,Linda,Manhattan,Upper East Side,40.77768,-73.94951,Private room,100,2,39,43635,2.58,1,55
31711813,法拉盛花园独立屋Entire 3beds+Park mins go JFK Airport/NYC,44093954,Susan,Queens,Whitestone,40.78236,-73.82092,Entire home/apt,140,1,9,43623,1.64,1,204
29702007,"Cozy apartment with art, good light, books",8533032,Andrew,Brooklyn,Carroll Gardens,40.67414,-73.99961,Entire home/apt,130,4,5,43603,0.63,1,10
239055,Nolita Penthouse_Private Deck_Elev_,65064,Ashley & Nir,Manhattan,Chinatown,40.71892,-73.99628,Entire home/apt,300,7,2,41918,0.03,1,0
5195409,Upper West Nest,12879620,Neda,Manhattan,Upper West Side,40.79148,-73.97828,Entire home/apt,158,100,2,43313,0.04,1,290
19530271,Appartement spacieux au cœur d'Astoria,37980834,Oceane,Queens,Ditmars Steinway,40.76944,-73.90751,Entire home/apt,119,1,1,42925,0.04,1,0
18889564,Bright West Village Private Studio,65933105,Tori,Manhattan,West Village,40.73267,-74.00404,Entire home/apt,254,2,4,43065,0.17,1,0
34974705,Awesome Renovated Room in Brooklyn NYC,4361579,Emmanuelle,Brooklyn,Bedford-Stuyvesant,40.69118,-73.93476,Private room,68,1,5,43653,3.13,3,16
9768765,Room in quiet Brooklyn home,50369736,Benjamin,Brooklyn,Kensington,40.64637,-73.97863,Private room,24,18,1,42398,0.02,1,0
3710436,THREE BEDROOM APARTMENT IN BROOKLYN,318729,Mitch,Brooklyn,Bedford-Stuyvesant,40.67862,-73.94687,Entire home/apt,199,3,118,43647,2.12,1,23
19559780,Quiet Room Close to Central Park,61042,Marlon,Manhattan,East Harlem,40.79995,-73.94121,Private room,50,5,16,43613,0.68,6,15
11672849,Sunny room along riverside on 66th,57694481,Jillian,Manhattan,Upper West Side,40.7783,-73.98807,Entire home/apt,172,12,13,43638,0.37,1,34
20000260,"Bright, Plant-Filled 2 Bedroom in Prospect Park",16091224,Jesse,Brooklyn,Prospect-Lefferts Gardens,40.65507,-73.96094,Entire home/apt,130,3,1,42967,0.04,2,0
13814281,Twin size bed 2 blocks away L&M train to Manhattan,48985309,Serdar,Queens,Ridgewood,40.70183,-73.91146,Private room,35,7,16,43641,0.47,1,247
20927532,Newly renovated garden apartment in brownstone!,1963215,Michael,Brooklyn,Carroll Gardens,40.68227,-73.99948,Entire home/apt,150,30,5,43530,0.44,1,79
3920562,Large & Beautiful Manhattan NYC,16715941,Ian,Manhattan,East Harlem,40.79882,-73.94266,Private room,90,1,295,43643,4.99,2,155
875567,Cozy West Village Studio Apartment,4622733,Marise,Manhattan,West Village,40.73746,-74.00686,Entire home/apt,113,3,71,43625,0.95,1,343
31736343,Penthouse studio. Clean. A+ location Cafe&Park :),42153340,Boomer,Brooklyn,Greenpoint,40.72328,-73.94969,Entire home/apt,120,2,2,43515,0.42,2,0
6328175,Large apartment near Columbia Univ,25697753,Eduardo,Manhattan,Morningside Heights,40.80692,-73.96434,Entire home/apt,120,4,2,42543,0.04,1,0
34546265,Cozy Two Bedroom Apartment in Bedstuy (Whole Apt),68422715,Dominique,Brooklyn,Bedford-Stuyvesant,40.68826,-73.93714,Entire home/apt,94,3,5,43653,3.13,1,1
8458863,"Spacious Studio, Upper East Side",44086736,Darren,Manhattan,Upper East Side,40.78465,-73.94914,Entire home/apt,100,1,7,42730,0.2,1,0
20400190,Entire Studio Apartment,93411405,Eden,Queens,Elmhurst,40.74282,-73.87655,Entire home/apt,120,6,8,43354,0.35,2,0
7206579,"Sunny, Spacious Room- Heart of Williamsburg!",15491509,Autumn,Brooklyn,Williamsburg,40.71544,-73.95433,Private room,66,2,6,43125,0.13,1,0
21898567,Spacious room in a cozy apartment .....,62635426,Lizzie,Brooklyn,Greenpoint,40.72566,-73.94823,Private room,50,3,2,43373,0.21,1,0
25677480,Comfy 6ft. couch in living room,9726872,Natalie,Manhattan,Upper East Side,40.7677,-73.95476,Shared room,70,1,7,43443,0.55,1,66
2063587,Beautiful Penthouse Apartment,9864136,Anthony,Manhattan,Kips Bay,40.74282,-73.9803,Private room,75,30,42,43444,0.67,26,345
6923161,Cozy room just off Central Park,36285615,Selim,Manhattan,Harlem,40.80152,-73.9509,Private room,90,2,12,42556,0.24,1,0
6730582,"3 bdrms, fully equip bth/rm kitchen, 2nd fl walkup",32220047,Dalton,Queens,Springfield Gardens,40.68491,-73.75895,Entire home/apt,160,3,29,43481,0.59,3,179
1906993,Lower East Side Penthouse Room w/ Epic Views,4358024,Jonathan,Manhattan,Lower East Side,40.72147,-73.98806,Private room,228,1,2,43639,0.22,2,365
7411733,Sunny apartment overlooking park,38832294,Samantha,Brooklyn,Crown Heights,40.67358,-73.94351,Entire home/apt,105,1,7,43354,0.15,1,0
2755909,Cozy sunny Apt in NYC,3447539,Nick,Manhattan,Washington Heights,40.84915,-73.93848,Private room,59,30,65,43622,1.33,2,99
16393500,Bedroom in beautiful Brooklyn apartment,23099342,Jon,Brooklyn,Fort Greene,40.68713,-73.97222,Private room,55,7,2,42737,0.06,1,0
18961150,Room with a view,5139965,Jamie,Queens,Long Island City,40.75125,-73.93807,Entire home/apt,195,1,3,42912,0.12,1,0
31175623,Spacious Room Close to Subway & Central Park,137358866,Kazuya,Manhattan,Harlem,40.81221,-73.94225,Private room,47,30,1,43582,0.41,103,228
9540193,Washington Heights 1 bedroom beauty,49412548,Laiona,Manhattan,Washington Heights,40.84335,-73.94059,Entire home/apt,85,1,28,43610,0.65,1,27
21094476,"Large, Charming & Sunny 2 Bedroom in Brooklyn!",33946068,Chris,Brooklyn,Crown Heights,40.67701,-73.96249,Entire home/apt,150,2,53,43621,2.49,1,160
33743807,Cozy Bushwick Studio - Great Location,18569998,Brandon,Brooklyn,Bushwick,40.7077,-73.9225,Entire home/apt,100,4,4,43640,1.52,1,11
35612963,"Bright  Spacious CrashPad  , NextDoor To Subway",21261408,Jay,Brooklyn,Clinton Hill,40.68981,-73.9604,Shared room,37,1,4,43645,4,6,344
26964456,New aparment  biutiful area,104311294,Edwin,Queens,Corona,40.73933,-73.84851,Entire home/apt,100,2,2,43333,0.18,1,0
18691084,Spacious and sunny room in Williamsburg,30384022,Cecilia,Brooklyn,Williamsburg,40.7107,-73.94295,Private room,65,7,1,43093,0.05,1,0
32867399,Amazing location 10min to the city,247189581,Helena,Brooklyn,Fort Greene,40.6865,-73.9729,Shared room,38,2,3,43604,0.81,5,31
31521732,Comfortable Room For 4-Near Columbia University.,16480700,Eddie&Vlad,Manhattan,Harlem,40.81981,-73.95353,Private room,79,1,1,43538,0.26,7,60
24420139,401 east 60th,165898555,Honey,Manhattan,Upper East Side,40.75972,-73.96021,Entire home/apt,275,30,1,43244,0.07,7,364
1717058,Top floor 1 bedroom soho/nolita,9053036,Raynald,Manhattan,Nolita,40.72182,-73.99625,Entire home/apt,185,3,65,43623,1.04,1,106
32681548,Artful UWS Room-2 Double Beds Near Central Park,245314318,Arthouse Hotel,Manhattan,Upper West Side,40.78162,-73.97941,Private room,250,1,1,43589,0.45,10,281
804911,Sunny apartment in Carroll Gardens,2373697,Doug,Brooklyn,Carroll Gardens,40.68216,-73.99504,Entire home/apt,130,5,2,42181,0.04,1,0
3437101,Sparkling Brick APT Heart UES +Yoga,17318747,Jay,Manhattan,Upper East Side,40.77343,-73.95979,Private room,99,1,21,43631,0.47,2,82
7662874,"Quiet, sunny, renovated",40223271,Max,Manhattan,Harlem,40.82883,-73.94468,Entire home/apt,79,15,22,43590,0.49,1,0
1350055,Cozy room in Beautiful Williamsburg Appartment,2035472,Alessio,Brooklyn,Williamsburg,40.71449,-73.95905,Private room,85,3,2,43499,0.32,1,89
25142331,MODERN & CHIC 2 Bedroom Loft**Central Park/Musuems,190028461,Jeff & Elita,Manhattan,Upper West Side,40.78209,-73.97598,Entire home/apt,294,4,34,43626,2.48,1,179
33532216,BKLYN Cozy B&B,252678417,Anthony,Brooklyn,Bedford-Stuyvesant,40.69655,-73.93458,Private room,55,1,18,43638,6,1,0
34834104,Heights II,9130040,Candace,Brooklyn,East Flatbush,40.66189,-73.93309,Private room,99,1,1,43604,0.59,6,365
25837948,Beautiful room(s) near JFK airport,156547988,Minying,Queens,Woodhaven,40.68853,-73.85474,Private room,60,1,14,43631,1.13,4,335
417685,Bright and Quiet 2 BR in Park Slope,119588,Vero,Brooklyn,Park Slope,40.66626,-73.97933,Entire home/apt,160,1,145,43638,1.76,2,257
22188812,Quiet 2 Bdrm in Williamsburg,67336825,Cody,Brooklyn,Williamsburg,40.70879,-73.94977,Entire home/apt,105,3,2,43088,0.11,1,0
29383019,"Sunny room B in upper west side NY, Columbia",221355351,James,Manhattan,Morningside Heights,40.81376,-73.95954,Private room,85,1,66,43638,7.59,4,71
34489725,Luxury Room between Times Square and Central Park,260639745,Manhattan At Times Square,Manhattan,Theater District,40.76179,-73.98399,Private room,100,1,1,43632,1,15,351
29028761,#5 Quadruple private bedroom for 1-4 people,42093468,Tsotne (Tut),Bronx,Mott Haven,40.81322,-73.91696,Private room,42,5,7,43647,1.08,4,321
22569600,Cozy and Warm Stay in Fidi/Battery Park City,63343926,Hanna,Manhattan,Battery Park City,40.71082,-74.0176,Private room,94,1,65,43640,3.68,1,6
5175054,Perfect Times Square 1 bedroom ,22305520,James,Manhattan,Hell's Kitchen,40.76064,-73.99112,Entire home/apt,199,30,119,43627,2.21,2,215
26569512,Comfortable room 30/35 minutes to Manhattan,59262205,Luis,Brooklyn,Bedford-Stuyvesant,40.67963,-73.90816,Private room,55,1,16,43583,2.34,3,0
7610785,Modern CottageStyle EarlyBirdDiscount! TimeSquare,39915290,A. Kaylee,Manhattan,Harlem,40.81095,-73.95296,Entire home/apt,299,3,90,43625,1.96,2,304
12984851,Private room in heart of LES,56752163,Sabina,Manhattan,Lower East Side,40.71884,-73.99294,Private room,60,2,3,43212,0.08,2,0
18902729,3Beds/Kitchen/wifi/US Open唐人街电梯公寓/厨卫/网快/美网赛事,80769114,Yoga,Queens,Flushing,40.75851,-73.8203,Entire home/apt,98,1,34,43636,1.38,1,55
9955886,Sunny Peaceful Furnished Room w/Dresser,16568093,Karla,Manhattan,East Harlem,40.79111,-73.94077,Private room,50,3,1,42570,0.03,1,0
35069663,Apartamento compartido NYC.,264182618,Jesus A,Bronx,Fordham,40.85743,-73.90233,Shared room,22,1,1,43619,0.83,1,11
26417009,Ladies Bedroom Bed 2,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,40.69303,-73.95636,Shared room,38,1,17,43639,1.39,34,365
24137279,Prime Dumbo location for a great price!,7199637,Rafael,Brooklyn,Vinegar Hill,40.70045,-73.98468,Private room,46,3,4,43222,0.26,1,0
26131195,"Large modern luxury 1 bdrm apt, beautiful rooftop!",40323007,Joshua,Manhattan,East Village,40.72852,-73.97987,Entire home/apt,280,2,40,43643,3.18,1,119
31307651,TIME SQ WEST- 2 Bunk Beds for 4 People,224414117,Gabriel,Manhattan,Hell's Kitchen,40.75681,-73.99865,Private room,199,1,1,43573,0.36,30,362
34908806,Large one bedroom in the heart of Williamsburg,558101,Ailee,Brooklyn,Williamsburg,40.7132,-73.96441,Entire home/apt,155,4,1,43645,1,1,0
29835357,East Village Oasis,8573489,Jc,Manhattan,East Village,40.73022,-73.97998,Entire home/apt,220,4,1,43654,1,1,14
20708173,Crown Heights 1 Bedroom,834806,Daniel,Brooklyn,Crown Heights,40.66592,-73.95319,Entire home/apt,100,7,3,43049,0.13,1,0
34644243,"Large, clean and tasteful apartment in Gramercy",10170046,Jenny-Lynne,Manhattan,Gramercy,40.73676,-73.98685,Entire home/apt,250,1,2,43646,2,1,171
27551436,Eco Chic Bedroom in Amazing Neighborhood,87757867,Gennaro,Brooklyn,Cobble Hill,40.68517,-73.99545,Private room,80,7,54,43646,4.98,2,311
21890848,Beautiful Healthy Home in Ditmas Park,21003445,Vanessa,Brooklyn,Flatbush,40.63531,-73.96546,Private room,55,2,3,43220,0.16,1,65
13708820,"Safe upper-class area,20 min to Manhattan/Airports",15838559,Weimin,Queens,Forest Hills,40.71429,-73.85088,Private room,59,3,15,43316,0.41,4,0
14065821,Doorman Views Location One bedroom 5194,16098958,Jeremy & Laura,Manhattan,Midtown,40.75298,-73.98874,Entire home/apt,170,30,3,43442,0.1,96,0
2684223,Cozy Clean Room in Bed Stuy,4334757,Vashti,Brooklyn,Bedford-Stuyvesant,40.6821,-73.91632,Private room,45,2,53,43647,0.83,1,365
24970373,Studio apartment; close to tourist attractions,58391499,Sia,Manhattan,Civic Center,40.71175,-74.00763,Entire home/apt,200,2,4,43465,0.45,1,0
14452731,Cozy room just 15 mins from Central Park,8616291,Chikie,Manhattan,Harlem,40.82112,-73.95112,Private room,69,5,80,43636,2.26,2,0
1515659,Relax at our duplex + backyard,8092818,Romi,Brooklyn,Bedford-Stuyvesant,40.6882,-73.94645,Entire home/apt,115,5,3,41731,0.04,1,0
